Plant bioelectric data log. Project: Setup
R0-2020-05-02.csv
Channel0 is the control (a potato) sampled once every minute for a second.
Channel1 is the plant connected to tinned copper wire and sampled every minute for 59 seconds.
Gain: 16
Volts per division: 0.007812619211108568
Data rate: 8
Time                 Value in mV
"('17:53:42:657700', 7.3673, 44.1179)"
"('17:53:52:921400', 7.4064, 50.7117)"
"('17:54:03:184382', 7.4064, 50.743)"
"('17:54:13:447966', 7.3517, 7.2892)"
"('17:54:23:711483', 7.2423, 57.0321)"
"('17:54:33:975312', 7.1017, 50.618)"
"('17:54:44:233419', 7.086, 43.86)"
"('17:54:54:489598', 7.1954, 50.3289)"
"('17:55:04:753122', 7.2189, 50.532)"
"('17:55:15:016733', 7.2032, 7.2032)"
"('17:55:25:281958', 7.1485, 57.9384)"
"('17:55:35:545510', 7.1251, 51.8836)"
"('17:55:45:809073', 7.0235, 44.6101)"
"('17:55:56:073156', 7.0079, 51.368)"
"('17:56:06:337527', 7.0782, 51.1727)"
"('17:56:16:599644', 7.0235, 6.9923)"
"('17:56:26:863373', 7.0001, 59.0009)"
"('17:56:37:128087', 6.9454, 52.7508)"
"('17:56:47:389213', 50.4539, 44.0397)"
"('17:56:57:652747', 6.8517, 51.4695)"
"('17:57:07:916449', 6.836, 51.1492)"
"('17:57:18:174360', 6.836, 51.2664)"
"('17:57:28:437928', 6.6954, 51.493)"
"('17:57:38:701452', 6.5626, 44.2194)"
"('17:57:48:965217', 6.461, 50.2039)"
"('17:57:59:225480', 6.4688, 50.9539)"
"('17:58:09:488965', 6.4063, 6.5392)"
"('17:58:19:752416', 6.461, 53.4852)"
"('17:58:30:011611', 6.4063, 51.5477)"
"('17:58:40:274424', 6.2345, 43.735)"
"('17:58:50:537865', 6.1485, 50.1023)"
"('17:59:00:801297', 6.1563, 50.5398)"
"('17:59:11:065279', 6.1563, 6.0782)"
"('17:59:21:329466', 6.0626, 54.2586)"
"('17:59:31:592900', 6.1876, 50.3992)"
